DATE;BOGMBASEW
1997-10-08;475141
1997-10-15;478166
1997-10-22;478166
1997-10-29;479137
1997-11-05;479137
1997-11-12;483631
1997-11-19;483631
1997-11-26;488365
1997-12-03;488365
1997-12-10;488981
1997-12-17;488981
1997-12-24;498185
1997-12-31;498185
1998-01-07;496774
1998-01-14;496774
1998-01-21;486831
1998-01-28;486831
1998-02-04;485945
1998-02-11;485945
1998-02-18;489859
1998-02-25;489859
1998-03-04;490778
1998-03-11;490778
1998-03-18;490693
1998-03-25;490693
1998-04-01;492157
1998-04-08;492157
1998-04-15;495824
1998-04-22;495824
1998-04-29;493096
1998-05-06;493096
1998-05-13;494200
1998-05-20;494200
1998-05-27;497708
1998-06-03;497708
1998-06-10;497652
1998-06-17;497652
1998-06-24;498693
1998-07-01;498693
1998-07-08;503295
1998-07-15;503295
1998-07-22;501496
1998-07-29;501496
1998-08-05;505031
1998-08-12;505031
1998-08-19;503610
1998-08-26;503610
1998-09-02;507988
1998-09-09;507988
1998-09-16;508297
1998-09-23;508297
1998-09-30;509954
1998-10-07;509954
1998-10-14;512858
1998-10-21;512858
1998-10-28;513944
1998-11-04;513944
1998-11-11;517026
1998-11-18;517026
1998-11-25;521361
1998-12-02;521361
1998-12-09;523111
1998-12-16;523111
1998-12-23;530109
1998-12-30;530109
1999-01-06;531695
1999-01-13;531695
1999-01-20;525480
1999-01-27;525480
1999-02-03;523810
1999-02-10;523810
1999-02-17;527231
1999-02-24;527231
1999-03-03;529876
1999-03-10;529876
1999-03-17;530752
1999-03-24;530752
1999-03-31;533158
1999-04-07;533158
1999-04-14;534908
1999-04-21;534908
1999-04-28;537146
1999-05-05;537146
1999-05-12;539548
1999-05-19;539548
1999-05-26;543319
1999-06-02;543319
1999-06-09;544177
1999-06-16;544177
1999-06-23;543956
1999-06-30;543956
1999-07-07;549077
1999-07-14;549077
1999-07-21;548233
1999-07-28;548233
1999-08-04;550333
1999-08-11;550333
1999-08-18;550681
1999-08-25;550681
1999-09-01;554834
1999-09-08;554834
1999-09-15;557042
1999-09-22;557042
1999-09-29;558448
1999-10-06;558448
1999-10-13;564178
1999-10-20;564178
1999-10-27;568675
1999-11-03;568675
1999-11-10;578945
1999-11-17;578945
1999-11-24;590114
1999-12-01;590114
1999-12-08;600914
1999-12-15;600914
1999-12-22;623631
1999-12-29;623631
2000-01-05;626869
2000-01-12;626869
2000-01-19;588940
2000-01-26;588940
2000-02-02;578062
2000-02-09;578062
2000-02-16;578414
2000-02-23;578414
2000-03-01;577087
2000-03-08;577087
2000-03-15;576894
2000-03-22;576894
2000-03-29;577451
2000-04-05;577451
2000-04-12;578619
2000-04-19;578619
2000-04-26;579066
2000-05-03;579066
2000-05-10;580064
2000-05-17;580064
2000-05-24;581368
2000-05-31;581368
2000-06-07;582432
2000-06-14;582432
2000-06-21;580846
2000-06-28;580846
2000-07-05;586458
2000-07-12;586458
2000-07-19;582690
2000-07-26;582690
2000-08-02;583147
2000-08-09;583147
2000-08-16;582921
2000-08-23;582921
2000-08-30;584612
2000-09-06;584612
2000-09-13;583927
2000-09-20;583927
2000-09-27;582991
2000-10-04;582991
2000-10-11;585945
2000-10-18;585945
2000-10-25;585201
2000-11-01;585201
2000-11-08;587816
2000-11-15;587816
2000-11-22;592856
2000-11-29;592856
2000-12-06;593716
2000-12-13;593716
2000-12-20;600515
2000-12-27;600515
2001-01-03;605483
2001-01-10;605483
2001-01-17;596914
2001-01-24;596914
2001-01-31;592435
2001-02-07;592435
2001-02-14;596503
2001-02-21;596503
2001-02-28;598050
2001-03-07;598050
2001-03-14;598898
2001-03-21;598898
2001-03-28;600135
2001-04-04;600135
2001-04-11;601536
2001-04-18;601536
2001-04-25;602482
2001-05-02;602482
2001-05-09;604094
2001-05-16;604094
2001-05-23;608044
2001-05-30;608044
2001-06-06;608620
2001-06-13;608620
2001-06-20;608399
2001-06-27;608399
2001-07-04;614420
2001-07-11;614420
2001-07-18;615907
2001-07-25;615907
2001-08-01;619032
2001-08-08;619032
2001-08-15;621467
2001-08-22;621467
2001-08-29;626940
2001-09-05;626940
2001-09-12;667412
2001-09-19;667412
2001-09-26;630748
2001-10-03;630748
2001-10-10;634426
2001-10-17;634426
2001-10-24;636826
2001-10-31;636826
2001-11-07;635782
2001-11-14;635782
2001-11-21;642604
2001-11-28;642604
2001-12-05;643287
2001-12-12;643287
2001-12-19;653923
2001-12-26;653923
2002-01-02;659930
2002-01-09;659930
2002-01-16;652179
2002-01-23;652179
2002-01-30;649587
2002-02-06;649587
2002-02-13;655271
2002-02-20;655271
2002-02-27;657321
2002-03-06;657321
2002-03-13;657943
2002-03-20;657943
2002-03-27;661137
2002-04-03;661137
2002-04-10;663255
2002-04-17;663255
2002-04-24;664081
2002-05-01;664081
2002-05-08;665556
2002-05-15;665556
2002-05-22;671425
2002-05-29;671425
2002-06-05;672481
2002-06-12;672481
2002-06-19;673438
2002-06-26;673438
2002-07-03;680268
2002-07-10;680268
2002-07-17;679002
2002-07-24;679002
2002-07-31;678557
2002-08-07;678557
2002-08-14;678493
2002-08-21;678493
2002-08-28;682392
2002-09-04;682392
2002-09-11;680464
2002-09-18;680464
2002-09-25;679655
2002-10-02;679655
2002-10-09;681277
2002-10-16;681277
2002-10-23;682498
2002-10-30;682498
2002-11-06;685340
2002-11-13;685340
2002-11-20;690035
2002-11-27;690035
2002-12-04;694976
2002-12-11;694976
2002-12-18;700058
2002-12-25;700058
2003-01-01;705024
2003-01-08;705024
2003-01-15;698187
2003-01-22;698187
2003-01-29;695812
2003-02-05;695812
2003-02-12;700744
2003-02-19;700744
2003-02-26;704149
2003-03-05;704149
2003-03-12;704272
2003-03-19;704272
2003-03-26;706899
2003-04-02;706899
2003-04-09;708600
2003-04-16;708600
2003-04-23;710883
2003-04-30;710883
2003-05-07;710810
2003-05-14;710810
2003-05-21;716382
2003-05-28;716382
2003-06-04;714790
2003-06-11;714790
2003-06-18;713857
2003-06-25;713857
2003-07-02;718537
2003-07-09;718537
2003-07-16;717402
2003-07-23;717402
2003-07-30;716946
2003-08-06;716946
2003-08-13;720899
2003-08-20;720899
2003-08-27;723122
2003-09-03;723122
2003-09-10;720463
2003-09-17;720463
2003-09-24;721232
2003-10-01;721232
2003-10-08;722346
2003-10-15;722346
2003-10-22;727073
2003-10-29;727073
2003-11-05;727171
2003-11-12;727171
2003-11-19;732024
2003-11-26;732024
2003-12-03;736179
2003-12-10;736179
2003-12-17;738953
2003-12-24;738953
2003-12-31;744930
2004-01-07;744930
2004-01-14;735027
2004-01-21;735027
2004-01-28;732470
2004-02-04;732470
2004-02-11;735083
2004-02-18;735083
2004-02-25;736571
2004-03-03;736571
2004-03-10;736621
2004-03-17;736621
2004-03-24;736984
2004-03-31;736984
2004-04-07;739667
2004-04-14;739667
2004-04-21;742511
2004-04-28;742511
2004-05-05;742861
2004-05-12;742861
2004-05-19;745135
2004-05-26;745135
2004-06-02;750001
2004-06-09;750001
2004-06-16;748515
2004-06-23;748515
2004-06-30;755958
2004-07-07;755958
2004-07-14;757930
2004-07-21;757930
2004-07-28;757370
2004-08-04;757370
2004-08-11;755406
2004-08-18;755406
2004-08-25;759035
2004-09-01;759035
2004-09-08;762939
2004-09-15;762939
2004-09-22;761759
2004-09-29;761759
2004-10-06;762192
2004-10-13;762192
2004-10-20;764584
2004-10-27;764584
2004-11-03;766874
2004-11-10;766874
2004-11-17;771109
2004-11-24;771109
2004-12-01;775087
2004-12-08;775087
2004-12-15;774201
2004-12-22;774201
2004-12-29;780571
2005-01-05;780571
2005-01-12;773586
2005-01-19;773586
2005-01-26;774902
2005-02-02;774902
2005-02-09;770725
2005-02-16;770725
2005-02-23;775062
2005-03-02;775062
2005-03-09;772512
2005-03-16;772512
2005-03-23;774133
2005-03-30;774133
2005-04-06;774750
2005-04-13;774750
2005-04-20;776501
2005-04-27;776501
2005-05-04;774449
2005-05-11;774449
2005-05-18;775610
2005-05-25;775610
2005-06-01;781595
2005-06-08;781595
2005-06-15;778943
2005-06-22;778943
2005-06-29;782767
2005-07-06;782767
2005-07-13;782567
2005-07-20;782567
2005-07-27;783283
2005-08-03;783283
2005-08-10;781969
2005-08-17;781969
2005-08-24;783366
2005-08-31;783366
2005-09-07;787682
2005-09-14;787682
2005-09-21;788255
2005-09-28;788255
2005-10-05;787596
2005-10-12;787596
2005-10-19;786721
2005-10-26;786721
2005-11-02;787692
2005-11-09;787692
2005-11-16;794976
2005-11-23;794976
2005-11-30;797895
2005-12-07;797895
2005-12-14;799406
2005-12-21;799406
2005-12-28;811991
2006-01-04;811991
2006-01-11;804049
2006-01-18;804049
2006-01-25;801900
2006-02-01;801900
2006-02-08;802595
2006-02-15;802595
2006-02-22;807517
2006-03-01;807517
2006-03-08;810684
2006-03-15;810684
2006-03-22;810133
2006-03-29;810133
2006-04-05;807796
2006-04-12;807796
2006-04-19;809782
2006-04-26;809782
2006-05-03;811309
2006-05-10;811309
2006-05-17;811888
2006-05-24;811888
2006-05-31;815697
2006-06-07;815697
2006-06-14;810627
2006-06-21;810627
2006-06-28;812482
2006-07-05;812482
2006-07-12;812034
2006-07-19;812034
2006-07-26;810482
2006-08-02;810482
2006-08-09;809022
2006-08-16;809022
2006-08-23;810097
2006-08-30;810097
2006-09-06;812507
2006-09-13;812507
2006-09-20;808658
2006-09-27;808658
2006-10-04;809411
2006-10-11;809411
2006-10-18;809469
2006-10-25;809469
2006-11-01;811489
2006-11-08;811489
2006-11-15;816165
2006-11-22;816165
2006-11-29;823169
2006-12-06;823169
2006-12-13;821930
2006-12-20;821930
2006-12-27;834786
2007-01-03;834786
2007-01-10;824798
2007-01-17;824798
2007-01-24;818628
2007-01-31;818628
2007-02-07;817343
2007-02-14;817343
2007-02-21;822746
2007-02-28;822746
2007-03-07;821244
2007-03-14;821244
2007-03-21;820304
2007-03-28;820304
2007-04-04;822222
2007-04-11;822222
2007-04-18;823000
2007-04-25;823000
2007-05-02;824583
2007-05-09;824583
2007-05-16;824256
2007-05-23;824256
2007-05-30;829476
2007-06-06;829476
2007-06-13;825686
2007-06-20;825686
2007-06-27;827830
2007-07-04;827830
2007-07-11;829789
2007-07-18;829789
2007-07-25;828362
2007-08-01;828362
2007-08-08;834129
2007-08-15;834129
2007-08-22;825399
2007-08-29;825399
2007-09-05;827953
2007-09-12;827953
2007-09-19;826060
2007-09-26;826060
2007-10-03;830569
2007-10-10;830569
2007-10-17;827528
2007-10-24;827528
2007-10-31;829875
2007-11-07;829875
2007-11-14;835395
2007-11-21;835395
2007-11-28;836090
2007-12-05;836090
2007-12-12;832075
2007-12-19;832075
2007-12-26;843621
2008-01-02;843621
2008-01-09;832705
2008-01-16;832705
2008-01-23;826979
2008-01-30;826979
2008-02-06;826776
2008-02-13;826776
2008-02-20;831800
2008-02-27;831800
2008-03-05;831500
2008-03-12;831500
2008-03-19;834666
2008-03-26;834666
2008-04-02;831929
2008-04-09;831929
2008-04-16;829273
2008-04-23;829273
2008-04-30;829977
2008-05-07;829977
2008-05-14;832619
2008-05-21;832619
2008-05-28;840843
2008-06-04;840843
2008-06-11;837637
2008-06-18;837637
2008-06-25;842914
2008-07-02;842914
2008-07-09;847282
2008-07-16;847282
2008-07-23;847310
2008-07-30;847310
2008-08-06;847444
2008-08-13;847444
2008-08-20;846685
2008-08-27;846685
2008-09-03;851525
2008-09-10;851525
2008-09-17;916189
2008-09-24;916189
2008-10-01;991451
2008-10-08;991451
2008-10-15;1151115
2008-10-22;1151115
2008-10-29;1242395
2008-11-05;1242395
2008-11-12;1483787
2008-11-19;1483787
2008-11-26;1480232
2008-12-03;1480232
2008-12-10;1666978
2008-12-17;1666978
2008-12-24;1705638
2008-12-31;1705638
2009-01-07;1753732
2009-01-14;1753732
2009-01-21;1709754
2009-01-28;1709754
2009-02-04;1527882
2009-02-11;1527882
2009-02-18;1592442
2009-02-25;1592442
2009-03-04;1542228
2009-03-11;1542228
2009-03-18;1693133
2009-03-25;1693133
2009-04-01;1733017
2009-04-08;1733017
2009-04-15;1789878
2009-04-22;1789878
2009-04-29;1709369
2009-05-06;1709369
2009-05-13;1805373
2009-05-20;1805373
2009-05-27;1772436
2009-06-03;1772436
2009-06-10;1722716
2009-06-17;1722716
2009-06-24;1621214
2009-07-01;1621214
2009-07-08;1682217
2009-07-15;1682217
2009-07-22;1672288
2009-07-29;1672288
2009-08-05;1648636
2009-08-12;1648636
2009-08-19;1744441
2009-08-26;1744441
2009-09-02;1765635
2009-09-09;1765635
2009-09-16;1795581
2009-09-23;1795581
2009-09-30;1858017
2009-10-07;1858017
2009-10-14;1927828
2009-10-21;1927828
2009-10-28;2003003
2009-11-04;2003003
2009-11-11;1989940
2009-11-18;1989940
2009-11-25;2072256
2009-12-02;2072256
2009-12-09;2036838
2009-12-16;2036838
2009-12-23;2014212
2009-12-30;2014212
2010-01-06;1953607
2010-01-13;1953607
2010-01-20;2013108
2010-01-27;2013108
2010-02-03;2065854
2010-02-10;2065854
2010-02-17;2148684
2010-02-24;2148684
2010-03-03;2121248
2010-03-10;2121248
2010-03-17;2062102
2010-03-24;2062102
2010-03-31;2055062
2010-04-07;2055062
2010-04-14;2019074
2010-04-21;2019074
2010-04-28;1975669
2010-05-05;1975669
2010-05-12;2019397
2010-05-19;2019397
2010-05-26;2019365
2010-06-02;2019365
2010-06-09;2007579
2010-06-16;2007579
2010-06-23;1994868
2010-06-30;1994868
2010-07-07;2002137
2010-07-14;2002137
2010-07-21;1985912
2010-07-28;1985912
2010-08-04;1996856
2010-08-11;1996856
2010-08-18;1994404
2010-08-25;1994404
2010-09-01;1986085
2010-09-08;1986085
2010-09-15;1955295
2010-09-22;1955295
2010-09-29;1946749
2010-10-06;1946749
2010-10-13;1966965
2010-10-20;1966965
2010-10-27;1963211
2010-11-03;1963211
2010-11-10;1963334
2010-11-17;1963334
2010-11-24;1985990
2010-12-01;1985990
2010-12-08;2031954
2010-12-15;2031954
2010-12-22;2004294
2010-12-29;2004294
2011-01-05;2016770
2011-01-12;2016770
2011-01-19;2054422
2011-01-26;2054422
2011-02-02;2104460
2011-02-09;2104460
2011-02-16;2239602
2011-02-23;2239602
2011-03-02;2326078
2011-03-09;2326078
2011-03-16;2397924
2011-03-23;2397924
2011-03-30;2468699
2011-04-06;2468699
2011-04-13;2516991
2011-04-20;2516991
2011-04-27;2484716
2011-05-04;2484716
2011-05-11;2551840
2011-05-18;2551840
2011-05-25;2609086
2011-06-01;2609086
2011-06-08;2666626
2011-06-15;2666626
2011-06-22;2629738
2011-06-29;2629738
2011-07-06;2698259
2011-07-13;2698259
2011-07-20;2675877
2011-07-27;2675877
2011-08-03;2672301
2011-08-10;2672301
2011-08-17;2648963
2011-08-24;2648963
2011-08-31;2654221
2011-09-07;2654221
2011-09-14;2634075
2011-09-21;2634075
2011-09-28;2630423
2011-10-05;2630423
2011-10-12;2658741
2011-10-19;2658741
2011-10-26;2616333
2011-11-02;2616333
2011-11-09;2633476
2011-11-16;2633476
2011-11-23;2575806
2011-11-30;2575806
2011-12-07;2639406
2011-12-14;2639406
2011-12-21;2594558
2011-12-28;2594558
2012-01-04;2643893
2012-01-11;2643893
2012-01-18;2630313
2012-01-25;2630313
2012-02-01;2659417
2012-02-08;2659417
2012-02-15;2715207
2012-02-22;2715207
2012-02-29;2692860
2012-03-07;2692860
2012-03-14;2648997
2012-03-21;2648997
2012-03-28;2637582
2012-04-04;2637582
2012-04-11;2659405
2012-04-18;2659405
2012-04-25;2617791
2012-05-02;2617791
2012-05-09;2604299
2012-05-16;2604299
2012-05-23;2626106
2012-05-30;2626106
2012-06-06;2649540
2012-06-13;2649540
2012-06-20;2588939
2012-06-27;2588939
2012-07-04;2624495
2012-07-11;2624495
2012-07-18;2656001
2012-07-25;2656001
2012-08-01;2671140
2012-08-08;2671140
2012-08-15;2650077
2012-08-22;2650077
2012-08-29;2633671
2012-09-05;2633671
2012-09-12;2605483
2012-09-19;2605483
2012-09-26;2563834
2012-10-03;2563834
2012-10-10;2612388
2012-10-17;2612388
2012-10-24;2621436
2012-10-31;2621436
2012-11-07;2643177
2012-11-14;2643177
2012-11-21;2646209
2012-11-28;2646209
2012-12-05;2676435
2012-12-12;2676435
2012-12-19;2670477
2012-12-26;2670477
2013-01-02;2690080
2013-01-09;2690080
2013-01-16;2741803
2013-01-23;2741803
2013-01-30;2799758
2013-02-06;2799758
2013-02-13;2840988
2013-02-20;2840988
2013-02-27;2886833
2013-03-06;2886833
2013-03-13;2932071
2013-03-20;2932071
2013-03-27;2965102
2013-04-03;2965102
2013-04-10;3028362
2013-04-17;3028362
2013-04-24;3004595
2013-05-01;3004595
2013-05-08;3069217
2013-05-15;3069217
2013-05-22;3158707
2013-05-29;3158707
2013-06-05;3214686
2013-06-12;3214686
2013-06-19;3177550
2013-06-26;3177550
2013-07-03;3245562
2013-07-10;3245562
2013-07-17;3288934
2013-07-24;3288934
2013-07-31;3359591
2013-08-07;3359591
2013-08-14;3383104
2013-08-21;3383104
2013-08-28;3448625
2013-09-04;3448625
2013-09-11;3485902
2013-09-18;3485902
2013-09-25;3500874
2013-10-02;3500874
2013-10-09;3578578
2013-10-16;3578578
2013-10-23;3607699
2013-10-30;3607699
2013-11-06;3665340
2013-11-13;3665340
2013-11-20;3691369
2013-11-27;3691369
2013-12-04;3736105
2013-12-11;3736105
2013-12-18;3730512
2013-12-25;3730512
2014-01-01;3652774
2014-01-08;3652774
2014-01-15;3753108
2014-01-22;3753108
2014-01-29;3757474
2014-02-05;3757474
2014-02-12;3839563
2014-02-19;3839563
2014-02-26;3865853
2014-03-05;3865853
2014-03-12;3911099
2014-03-19;3911099
2014-03-26;3864796
2014-04-02;3864796
2014-04-09;3975116
2014-04-16;3975116
2014-04-23;3895660
2014-04-30;3895660
2014-05-07;3888168
2014-05-14;3888168
2014-05-21;3921421
2014-05-28;3921421
2014-06-04;3974339
2014-06-11;3974339
2014-06-18;3950816
2014-06-25;3950816
2014-07-02;3886317
2014-07-09;3886317
2014-07-16;4000589
2014-07-23;4000589
2014-07-30;4084563
2014-08-06;4084563
2014-08-13;4076179
2014-08-20;4076179
2014-08-27;4068394
2014-09-03;4068394
2014-09-10;4083445
2014-09-17;4083445
2014-09-24;4007866
2014-10-01;4007866
2014-10-08;4065049
2014-10-15;4065049
2014-10-22;3956014
2014-10-29;3956014
2014-11-05;3871127
2014-11-12;3871127
2014-11-19;3815811
2014-11-26;3815811
2014-12-03;3759465
2014-12-10;3759465
2014-12-17;4062165
2014-12-24;4062165
2014-12-31;3929023
2015-01-07;3929023
2015-01-14;4069967
2015-01-21;4069967
2015-01-28;4004751
2015-02-04;4004751
2015-02-11;3839250
2015-02-18;3839250
2015-02-25;3776450
2015-03-04;3776450
2015-03-11;4090919
2015-03-18;4090919
2015-03-25;4043919
2015-04-01;4043919
2015-04-08;4130472
2015-04-15;4130472
2015-04-22;3995751
2015-04-29;3995751
2015-05-06;3970194
2015-05-13;3970194
2015-05-20;3939260
2015-05-27;3939260
2015-06-03;3917095
2015-06-10;3917095
2015-06-17;3940559
2015-06-24;3940559
2015-07-01;3875118
2015-07-08;3875118
2015-07-15;3995973
2015-07-22;3995973
2015-07-29;3983685
2015-08-05;3983685
2015-08-12;3919236
2015-08-19;3919236
2015-08-26;4059739
2015-09-02;4059739
2015-09-09;4099501
2015-09-16;4099501
2015-09-23;3953008
2015-09-30;3953008
2015-10-07;4055673
2015-10-14;4055673
2015-10-21;4067626
2015-10-28;4067626
2015-11-04;4049452
2015-11-11;4049452
2015-11-18;3999674
2015-11-25;3999674
2015-12-02;3932470
2015-12-09;3932470
2015-12-16;3886726
2015-12-23;3886726
2015-12-30;3637966
2016-01-06;3637966
2016-01-13;3854304
2016-01-20;3854304
2016-01-27;3798761
2016-02-03;3798761
2016-02-10;3880629
2016-02-17;3880629
2016-02-24;3881411
2016-03-02;3881411
2016-03-09;3944061
2016-03-16;3944061
2016-03-23;3855934
2016-03-30;3855934
2016-04-06;3888621
2016-04-13;3888621
2016-04-20;3867263
2016-04-27;3867263
2016-05-04;3831478
2016-05-11;3831478
2016-05-18;3826233
2016-05-25;3826233
2016-06-01;3869813
2016-06-08;3869813
2016-06-15;3861970
2016-06-22;3861970
2016-06-29;3717181
2016-07-06;3717181
2016-07-13;3782897
2016-07-20;3782897
2016-07-27;3789566
2016-08-03;3789566
2016-08-10;3826504
2016-08-17;3826504
2016-08-24;3812767
2016-08-31;3812767
2016-09-07;3843123
2016-09-14;3843123
2016-09-21;3656657
2016-09-28;3656657
2016-10-05;3539862
2016-10-12;3539862
2016-10-19;3581010
2016-10-26;3581010
2016-11-02;3624724
2016-11-09;3624724
2016-11-16;3640392
2016-11-23;3640392
2016-11-30;3615014
2016-12-07;3615014
2016-12-14;3579045
2016-12-21;3579045
2016-12-28;3406680
2017-01-04;3406680
2017-01-11;3612501
2017-01-18;3612501
2017-01-25;3635183
2017-02-01;3635183
2017-02-08;3738343
2017-02-15;3738343
2017-02-22;3763651
2017-03-01;3763651
2017-03-08;3879133
2017-03-15;3879133
2017-03-22;3843153
2017-03-29;3843153
2017-04-05;3834632
2017-04-12;3834632
2017-04-19;3831637
2017-04-26;3831637
2017-05-03;3748107
2017-05-10;3748107
2017-05-17;3779292
2017-05-24;3779292
2017-05-31;3802234
2017-06-07;3802234
2017-06-14;3796940
2017-06-21;3796940
2017-06-28;3678956
2017-07-05;3678956
2017-07-12;3800874
2017-07-19;3800874
2017-07-26;3837609
2017-08-02;3837609
2017-08-09;3899869
2017-08-16;3899869
2017-08-23;3928393
2017-08-30;3928393
2017-09-06;3939817
2017-09-13;3939817
2017-09-20;3832060
2017-09-27;3832060
2017-10-04;3789419
2017-10-11;3789419
2017-10-18;3846529
2017-10-25;3846529
2017-11-01;3865364
2017-11-08;3865364
2017-11-15;3930997
2017-11-22;3930997
2017-11-29;3909398
2017-12-06;3909398
2017-12-13;3914106
2017-12-20;3914106
2017-12-27;3738744
2018-01-03;3738744
2018-01-10;3854014
2018-01-17;3854014
2018-01-24;3814017
2018-01-31;3814017
2018-02-07;3860728
2018-02-14;3860728
2018-02-21;3849385
2018-02-28;3849385
2018-03-07;3859796
2018-03-14;3859796
2018-03-21;3753156
2018-03-28;3753156
2018-04-04;3745837
2018-04-11;3745837
2018-04-18;3738060
2018-04-25;3738060
2018-05-02;3655305
2018-05-09;3655305
2018-05-16;3681430
2018-05-23;3681430
2018-05-30;3684954
2018-06-06;3684954
2018-06-13;3675501
2018-06-20;3675501
2018-06-27;3594782
2018-07-04;3594782
2018-07-11;3632990
2018-07-18;3632990
2018-07-25;3609650
2018-08-01;3609650
2018-08-08;3607139
2018-08-15;3607139
2018-08-22;3558614
2018-08-29;3558614
2018-09-05;3594288
2018-09-12;3594288
2018-09-19;3541058
2018-09-26;3541058
2018-10-03;3522640
2018-10-10;3522640
2018-10-17;3526102
2018-10-24;3526102
2018-10-31;3508251
2018-11-07;3508251
2018-11-14;3481483
2018-11-21;3481483
2018-11-28;3443726
2018-12-05;3443726
2018-12-12;3422774
2018-12-19;3422774
